iter	Passed	Remaining
1645	20753	29679
1646	20765	29667
1647	20778	29655
1648	20790	29641
1649	20803	29629
1650	20815	29615
1651	20828	29603
1652	20840	29590
1653	20852	29576
1654	20864	29563
1655	20876	29549
1656	20889	29537
1657	20900	29523
1658	20911	29508
1659	20924	29495
1660	20936	29481
1661	20948	29469
1662	20960	29456
1663	20971	29441
1664	20984	29428
1665	20997	29416
1666	21009	29402
1667	21021	29390
1668	21035	29379
1669	21048	29366
1670	21061	29354
1671	21072	29340
1672	21084	29326
1673	21096	29312
1674	21107	29298
1675	21119	29284
1676	21130	29270
1677	21143	29257
1678	21156	29246
1679	21170	29236
1680	21184	29225
1681	21197	29213
1682	21212	29202
1683	21225	29192
1684	21238	29178
1685	21251	29167
1686	21264	29154
1687	21277	29142
1688	21290	29131
1689	21303	29118
1690	21314	29103
1691	21326	29090
1692	21339	29079
1693	21353	29068
1694	21366	29055
1695	21378	29042
1696	21390	29028
1697	21402	29016
1698	21414	29002
1699	21427	28990
1700	21439	28976
1701	21452	28964
1702	21462	28948
1703	21474	28934
1704	21486	28921
1705	21498	28908
1706	21511	28896
1707	21524	28883
1708	21537	28871
1709	21549	28858
1710	21560	28844
1711	21572	28830
1712	21585	28818
1713	21597	28805
1714	21610	28792
1715	21622	28779
1716	21634	28766
1717	21646	28753
1718	21658	28739
1719	21670	28725
1720	21681	28711
1721	21694	28699
1722	21706	28685
1723	21718	28671
1724	21730	28659
1725	21744	28648
1726	21756	28634
1727	21768	28621
1728	21780	28608
1729	21792	28594
1730	21804	28581
1731	21817	28569
1732	21828	28554
1733	21841	28542
1734	21854	28530
1735	21866	28517
1736	21878	28503
1737	21892	28493
1738	21905	28481
1739	21918	28468
1740	21932	28457
1741	21944	28445
1742	21957	28433
1743	21970	28420
1744	21983	28408
1745	21997	28397
1746	22009	28384
1747	22024	28374
1748	22037	28362
1749	22049	28349
1750	22062	28337
1751	22075	28325
1752	22088	28312
1753	22102	28302
1754	22115	28289
1755	22128	28277
1756	22141	28266
1757	22154	28253
1758	22166	28240
1759	22179	28228
1760	22192	28216
1761	22205	28204
1762	22218	28192
1763	22231	28180
1764	22244	28167
1765	22258	28157
1766	22272	28146
1767	22286	28135
1768	22302	28126
1769	22315	28114
1770	22328	28102
1771	22343	28093
1772	22356	28080
1773	22369	28069
1774	22383	28058
1775	22396	28046
1776	22408	28032
1777	22421	28019
1778	22432	28006
1779	22444	27992
1780	22454	27977
1781	22466	27963
1782	22477	27949
1783	22490	27937
1784	22503	27924
1785	22515	27910
1786	22527	27897
1787	22537	27881
1788	22550	27869
1789	22561	27855
1790	22574	27843
1791	22586	27829
1792	22598	27816
1793	22610	27802
1794	22621	27788
1795	22635	27777
1796	22648	27765
1797	22659	27751
1798	22672	27739
1799	22684	27725
1800	22695	27711
1801	22708	27698
1802	22720	27685
1803	22733	27673
1804	22745	27660
1805	22759	27648
1806	22771	27636
1807	22783	27622
1808	22796	27610
1809	22807	27596
1810	22820	27583
1811	22833	27571
1812	22845	27558
1813	22856	27544
1814	22868	27530
1815	22880	27517
1816	22893	27504
1817	22906	27493
1818	22918	27479
1819	22931	27466
1820	22943	27453
1821	22955	27440
1822	22966	27426
1823	22977	27412
1824	22989	27398
1825	23000	27384
1826	23012	27371
1827	23025	27358
1828	23037	27345
1829	23049	27331
1830	23061	27318
1831	23072	27304
1832	23085	27291
1833	23096	27277
1834	23111	27267
1835	23123	27254
1836	23137	27243
1837	23149	27230
1838	23161	27217
1839	23173	27204
1840	23187	27193
1841	23200	27180
1842	23212	27167
1843	23224	27154
1844	23238	27142
1845	23251	27130
1846	23263	27117
1847	23276	27105
1848	23291	27095
1849	23304	27083
1850	23315	27069
1851	23328	27057
1852	23340	27043
1853	23351	27029
1854	23365	27018
1855	23376	27004
1856	23390	26992
1857	23403	26980
1858	23416	26968
1859	23431	26959
1860	23445	26947
1861	23458	26936
1862	23472	26924
1863	23485	26912
1864	23497	26899
1865	23510	26886
1866	23523	26875
1867	23536	26862
1868	23547	26848
1869	23558	26833
1870	23569	26820
1871	23582	26807
1872	23595	26795
1873	23608	26782
1874	23620	26770
1875	23632	26756
1876	23644	26743
1877	23657	26731
1878	23669	26718
1879	23681	26705
1880	23695	26693
1881	23707	26680
1882	23720	26668
1883	23732	26655
1884	23747	26645
1885	23759	26631
1886	23770	26617
1887	23782	26603
1888	23795	26591
1889	23806	26577
1890	23818	26564
1891	23830	26551
1892	23842	26537
1893	23854	26524
1894	23866	26510
1895	23877	26496
1896	23890	26484
1897	23903	26472
1898	23915	26459
1899	23928	26447
1900	23940	26434
1901	23952	26420
1902	23964	26407
1903	23976	26393
1904	23987	26380
1905	24000	26367
1906	24012	26354
1907	24024	26340
1908	24049	26342
1909	24072	26341
1910	24089	26333
1911	24105	26324
1912	24121	26315
1913	24134	26303
1914	24148	26292
1915	24160	26279
1916	24173	26266
1917	24184	26252
1918	24196	26239
1919	24209	26226
1920	24221	26213
1921	24234	26201
1922	24247	26189
1923	24264	26181
1924	24278	26169
1925	24293	26160
1926	24306	26148
1927	24322	26139
1928	24335	26127
1929	24348	26115
1930	24362	26103
1931	24376	26092
1932	24389	26079
1933	24400	26066
1934	24413	26053
1935	24427	26042
1936	24440	26029
1937	24453	26018
1938	24467	26007
1939	24480	25994
1940	24493	25982
1941	24505	25969
1942	24519	25957
1943	24533	25947
1944	24546	25934
1945	24560	25923
1946	24575	25913
1947	24589	25902
1948	24602	25890
1949	24616	25878
1950	24630	25867
1951	24644	25856
1952	24656	25843
1953	24669	25831
1954	24683	25819
1955	24696	25807
1956	24708	25794
1957	24719	25779
1958	24730	25765
1959	24741	25750
1960	24752	25736
1961	24765	25724
1962	24776	25710
1963	24787	25696
1964	24799	25683
1965	24812	25670
1966	24823	25656
1967	24835	25642
1968	24846	25629
1969	24860	25617
1970	24872	25604
1971	24884	25591
1972	24897	25578
1973	24910	25567
1974	24923	25554
1975	24934	25540
1976	24947	25528
1977	24959	25514
1978	24970	25500
1979	24980	25485
1980	24992	25471
1981	25004	25458
1982	25017	25446
1983	25029	25433
1984	25040	25419
1985	25053	25406
1986	25064	25392
1987	25076	25379
1988	25088	25365
1989	25099	25352
1990	25112	25339
1991	25123	25325
1992	25137	25313
1993	25149	25300
1994	25161	25287
1995	25172	25273
1996	25185	25261
1997	25197	25248
1998	25209	25235
1999	25222	25222
2000	25235	25210
2001	25248	25198
2002	25263	25187
2003	25276	25175
2004	25291	25165
2005	25304	25153
2006	25317	25141
2007	25332	25130
2008	25343	25116
2009	25355	25102
2010	25366	25088
2011	25376	25073
2012	25388	25060
2013	25401	25047
2014	25413	25035
2015	25425	25022
2016	25438	25009
2017	25450	24996
2018	25461	24982
2019	25472	24968
2020	25485	24955
2021	25498	24943
2022	25511	24930
2023	25523	24918
2024	25537	24906
2025	25550	24894
2026	25565	24884
2027	25577	24871
2028	25590	24859
2029	25604	24847
2030	25616	24834
2031	25629	24822
2032	25642	24810
2033	25658	24800
2034	25673	24790
2035	25687	24778
2036	25700	24767
2037	25713	24754
2038	25726	24742
2039	25738	24729
2040	25750	24716
2041	25763	24703
2042	25776	24691
2043	25787	24677
2044	25801	24666
2045	25813	24652
2046	25827	24641
2047	25840	24629
2048	25851	24615
2049	25864	24602
2050	25875	24588
2051	25888	24576
2052	25901	24564
2053	25914	24552
2054	25927	24540
2055	25940	24527
2056	25954	24515
2057	25967	24503
2058	25980	24491
2059	25991	24477
2060	26003	24464
2061	26015	24450
2062	26026	24437
2063	26037	24423
2064	26048	24408
2065	26062	24397
2066	26074	24383
2067	26085	24369
2068	26095	24355
2069	26108	24342
2070	26120	24329
2071	26131	24315
2072	26143	24302
2073	26155	24289
2074	26167	24276
2075	26180	24263
2076	26192	24250
2077	26205	24237
2078	26216	24224
2079	26228	24211
2080	26240	24197
2081	26253	24185
2082	26266	24173
2083	26277	24159
2084	26289	24145
2085	26301	24132
2086	26314	24120
2087	26328	24108
2088	26340	24096
2089	26352	24083
2090	26366	24071
2091	26379	24059
2092	26393	24048
2093	26409	24038
2094	26423	24027
2095	26438	24016
2096	26453	24006
2097	26470	23997
2098	26483	23985
2099	26495	23971
2100	26505	23957
2101	26517	23943
2102	26528	23930
2103	26540	23917
2104	26553	23904
2105	26566	23891
2106	26579	23879
2107	26591	23866
2108	26603	23853
2109	26615	23840
2110	26628	23828
2111	26641	23815
2112	26653	23802
2113	26665	23789
2114	26677	23776
2115	26688	23762
2116	26701	23750
2117	26714	23737
2118	26728	23726
2119	26740	23712
2120	26752	23700
2121	26767	23689
2122	26781	23677
2123	26798	23669
2124	26814	23659
2125	26830	23650
2126	26848	23642
2127	26863	23631
2128	26878	23621
2129	26891	23609
2130	26904	23596
2131	26917	23584
2132	26930	23572
2133	26944	23560
2134	26955	23546
2135	26967	23533
2136	26979	23520
2137	26991	23507
2138	27004	23494
2139	27016	23481
2140	27028	23468
2141	27040	23455
2142	27052	23442
2143	27064	23429
2144	27076	23416
2145	27089	23403
2146	27101	23390
2147	27113	23377
2148	27127	23365
2149	27138	23351
2150	27149	23338
2151	27161	23324
2152	27173	23311
2153	27185	23298
2154	27197	23285
2155	27209	23272
2156	27221	23258
2157	27233	23246
2158	27245	23232
2159	27259	23220
2160	27270	23207
2161	27283	23194
2162	27295	23181
2163	27307	23168
2164	27319	23155
2165	27331	23142
2166	27345	23130
2167	27358	23118
2168	27372	23106
2169	27384	23093
2170	27395	23080
2171	27409	23068
2172	27423	23057
2173	27437	23045
2174	27450	23032
2175	27463	23021
2176	27476	23008
2177	27489	22996
2178	27500	22982
2179	27514	22970
2180	27526	22957
2181	27539	22945
2182	27552	22933
2183	27566	22921
2184	27580	22910
2185	27595	22899
2186	27610	22889
2187	27625	22877
2188	27638	22865
2189	27653	22855
2190	27668	22844
2191	27684	22834
2192	27699	22823
2193	27714	22813
2194	27731	22803
2195	27747	22794
2196	27764	22785
2197	27777	22772
2198	27790	22760
2199	27803	22748
2200	27817	22736
2201	27830	22724
2202	27845	22713
2203	27858	22701
2204	27872	22689
2205	27886	22678
2206	27900	22666
2207	27915	22656
2208	27929	22644
2209	27942	22632
2210	27956	22620
2211	27970	22609
2212	27983	22596
2213	28000	22587
2214	28014	22576
2215	28028	22564
2216	28042	22552
2217	28055	22540
2218	28069	22529
2219	28082	22516
2220	28097	22505
2221	28110	22493
2222	28122	22480
2223	28136	22468
2224	28148	22455
2225	28161	22442
2226	28174	22430
2227	28185	22417
2228	28197	22403
2229	28209	22390
2230	28221	22377
2231	28235	22365
2232	28247	22352
2233	28260	22340
2234	28271	22326
2235	28284	22313
2236	28297	22301
2237	28310	22288
2238	28323	22276
2239	28336	22264
2240	28348	22250
2241	28360	22237
2242	28374	22226
2243	28386	22213
2244	28399	22200
2245	28411	22187
2246	28422	22173
2247	28434	22160
2248	28446	22147
2249	28458	22134
2250	28470	22121
2251	28483	22108
2252	28495	22096
2253	28508	22083
2254	28521	22070
2255	28533	22057
2256	28547	22046
2257	28560	22033
2258	28572	22020
2259	28583	22007
2260	28597	21994
2261	28610	21983
2262	28625	21971
2263	28638	21959
2264	28651	21946
2265	28662	21933
2266	28674	21919
2267	28685	21906
2268	28699	21894
2269	28711	21881
2270	28723	21868
2271	28735	21855
2272	28747	21842
2273	28760	21829
2274	28773	21817
2275	28786	21804
2276	28797	21791
2277	28810	21778
2278	28822	21765
2279	28836	21753
2280	28849	21741
2281	28862	21728
2282	28874	21715
2283	28889	21704
2284	28903	21693
2285	28916	21680
2286	28929	21668
2287	28941	21655
2288	28953	21642
2289	28964	21628
2290	28976	21615
2291	28988	21602
2292	29001	21589
2293	29014	21577
2294	29028	21565
2295	29041	21553
2296	29054	21541
2297	29066	21528
2298	29080	21516
2299	29093	21503
2300	29106	21491
2301	29119	21478
2302	29131	21465
2303	29143	21453
2304	29155	21440
2305	29168	21427
2306	29179	21413
2307	29192	21401
2308	29204	21388
2309	29218	21376
2310	29231	21363
2311	29243	21350
2312	29255	21337
2313	29268	21325
2314	29281	21312
2315	29296	21301
2316	29308	21288
2317	29321	21276
2318	29333	21263
2319	29346	21251
2320	29359	21238
2321	29372	21226
2322	29384	21213
2323	29398	21201
2324	29408	21187
2325	29420	21173
2326	29432	21160
2327	29443	21146
2328	29455	21133
2329	29469	21121
2330	29480	21107
2331	29491	21094
2332	29503	21081
2333	29516	21068
2334	29530	21056
2335	29541	21043
2336	29554	21030
2337	29565	21017
2338	29578	21004
2339	29591	20992
2340	29602	20978
2341	29614	20965
2342	29626	20952
2343	29637	20938
2344	29649	20925
2345	29661	20912
2346	29673	20899
2347	29685	20886
2348	29696	20872
2349	29709	20859
2350	29721	20846
2351	29733	20833
2352	29745	20820
2353	29757	20807
2354	29770	20795
2355	29782	20781
2356	29795	20769
2357	29808	20757
2358	29820	20743
2359	29831	20730
2360	29845	20718
2361	29858	20706
2362	29870	20693
2363	29884	20681
2364	29896	20668
2365	29909	20655
2366	29922	20643
2367	29936	20631
2368	29950	20620
2369	29963	20607
2370	29976	20595
2371	29988	20582
2372	30000	20568
2373	30013	20556
2374	30025	20543
2375	30036	20530
2376	30049	20517
2377	30061	20504
2378	30073	20491
2379	30085	20478
2380	30099	20466
2381	30112	20454
2382	30124	20441
2383	30137	20428
2384	30151	20417
2385	30165	20405
2386	30178	20392
2387	30192	20381
2388	30207	20370
2389	30221	20358
2390	30234	20346
2391	30247	20333
2392	30259	20320
2393	30271	20307
2394	30284	20295
2395	30297	20282
2396	30309	20269
2397	30319	20255
2398	30332	20242
2399	30345	20230
2400	30357	20217
2401	30370	20204
2402	30381	20191
2403	30394	20178
2404	30408	20166
2405	30424	20156
2406	30437	20144
2407	30450	20131
2408	30464	20119
2409	30477	20107
2410	30490	20095
2411	30504	20083
2412	30518	20071
2413	30533	20060
2414	30545	20047
2415	30560	20036
2416	30572	20023
2417	30585	20010
2418	30597	19997
2419	30611	19985
2420	30623	19972
2421	30634	19958
2422	30646	19946
2423	30660	19934
2424	30671	19920
2425	30683	19907
2426	30695	19894
2427	30708	19882
2428	30720	19869
2429	30732	19855
2430	30744	19843
2431	30758	19831
2432	30773	19819
2433	30786	19807
2434	30799	19795
2435	30813	19783
2436	30827	19771
2437	30838	19757
2438	30849	19744
2439	30861	19731
2440	30875	19719
2441	30887	19706
2442	30900	19693
2443	30912	19680
2444	30925	19668
2445	30937	19655
2446	30950	19642
2447	30962	19629
2448	30975	19617
2449	30988	19604
2450	30999	19591
2451	31011	19578
2452	31024	19565
2453	31037	19553
2454	31049	19540
2455	31062	19527
2456	31073	19514
2457	31086	19502
2458	31099	19489
2459	31111	19476
2460	31123	19463
2461	31136	19451
2462	31149	19438
2463	31161	19425
2464	31174	19412
2465	31186	19400
2466	31200	19388
2467	31212	19375
2468	31223	19361
2469	31235	19348
2470	31247	19335
2471	31260	19322
2472	31275	19311
2473	31289	19299
2474	31302	19287
2475	31317	19276
2476	31329	19262
2477	31343	19251
2478	31356	19238
2479	31368	19226
2480	31381	19213
2481	31394	19200
2482	31407	19188
2483	31419	19175
2484	31432	19163
2485	31444	19149
2486	31455	19136
2487	31467	19123
2488	31479	19110
2489	31492	19097
2490	31505	19085
2491	31518	19073
2492	31532	19061
2493	31547	19049
2494	31559	19036
2495	31572	19024
2496	31583	19010
2497	31595	18997
2498	31608	18985
2499	31622	18973
2500	31635	18960
2501	31647	18947
2502	31658	18934
2503	31672	18922
2504	31685	18910
2505	31697	18897
2506	31710	18884
2507	31722	18871
2508	31735	18859
2509	31749	18847
2510	31763	18835
2511	31775	18822
2512	31789	18810
2513	31800	18797
2514	31812	18784
2515	31824	18770
2516	31836	18757
2517	31849	18745
2518	31862	18732
2519	31873	18719
2520	31885	18706
2521	31898	18693
2522	31911	18681
2523	31924	18669
2524	31937	18656
2525	31949	18643
2526	31961	18630
2527	31973	18617
2528	31984	18603
2529	31995	18590
2530	32007	18576
2531	32018	18563
2532	32031	18551
2533	32043	18537
2534	32055	18525
2535	32068	18512
2536	32079	18499
2537	32092	18486
2538	32103	18473
2539	32117	18461
2540	32129	18448
2541	32142	18435
2542	32156	18424
2543	32170	18412
2544	32185	18400
2545	32198	18388
2546	32211	18376
2547	32224	18363
2548	32236	18350
2549	32249	18337
2550	32260	18324
2551	32272	18311
2552	32283	18297
2553	32296	18285
2554	32308	18272
2555	32321	18259
2556	32334	18247
2557	32348	18235
2558	32362	18223
2559	32375	18211
2560	32389	18199
2561	32402	18187
2562	32415	18174
2563	32428	18162
2564	32441	18149
2565	32454	18137
2566	32467	18124
2567	32483	18113
2568	32497	18101
2569	32510	18089
2570	32521	18076
2571	32533	18062
2572	32546	18050
2573	32558	18037
2574	32571	18024
2575	32584	18012
2576	32596	17999
2577	32609	17987
2578	32621	17974
2579	32633	17961
2580	32645	17948
2581	32660	17936
2582	32674	17924
2583	32686	17911
2584	32699	17899
2585	32714	17887
2586	32727	17875
2587	32741	17863
2588	32753	17850
2589	32766	17838
2590	32780	17826
2591	32792	17813
2592	32803	17799
2593	32816	17787
2594	32828	17774
2595	32840	17761
2596	32855	17749
2597	32869	17737
2598	32883	17725
2599	32897	17714
2600	32914	17703
2601	32929	17692
2602	32947	17682
2603	32963	17671
2604	32983	17662
2605	32999	17651
2606	33012	17639
2607	33026	17627
2608	33038	17614
2609	33052	17602
2610	33064	17589
2611	33075	17576
2612	33088	17563
2613	33099	17550
2614	33112	17537
2615	33124	17524
2616	33137	17512
2617	33149	17498
2618	33161	17485
2619	33173	17472
2620	33186	17460
2621	33200	17448
2622	33213	17436
2623	33226	17423
2624	33240	17411
2625	33253	17398
2626	33265	17386
2627	33279	17373
2628	33291	17361
2629	33302	17347
2630	33314	17334
2631	33327	17322
2632	33340	17309
2633	33354	17297
2634	33366	17284
2635	33378	17271
2636	33389	17258
2637	33400	17244
2638	33410	17230
2639	33423	17218
2640	33436	17205
2641	33448	17192
2642	33462	17180
2643	33474	17167
2644	33485	17154
2645	33499	17142
2646	33512	17129
2647	33527	17118
2648	33541	17106
2649	33556	17094
2650	33569	17082
2651	33584	17071
2652	33599	17059
2653	33613	17047
2654	33626	17034
2655	33638	17022
2656	33651	17009
2657	33663	16996
2658	33677	16984
2659	33690	16971
2660	33701	16958
2661	33713	16945
2662	33725	16932
2663	33737	16919
2664	33748	16906
2665	33762	16893
2666	33774	16880
2667	33786	16867
2668	33799	16855
2669	33811	16842
2670	33823	16829
2671	33836	16816
2672	33848	16803
2673	33862	16791
2674	33873	16778
2675	33887	16766
2676	33899	16753
2677	33911	16740
2678	33924	16728
2679	33937	16715
2680	33951	16703
2681	33964	16690
2682	33976	16677
2683	33989	16665
2684	34001	16652
2685	34013	16639
2686	34026	16626
2687	34038	16614
2688	34050	16601
2689	34064	16588
2690	34077	16576
2691	34091	16564
2692	34104	16552
2693	34116	16538
2694	34129	16526
2695	34141	16513
2696	34155	16501
2697	34168	16488
2698	34181	16476
2699	34195	16464
2700	34208	16451
2701	34220	16438
2702	34232	16425
2703	34244	16412
2704	34256	16400
2705	34268	16386
2706	34280	16373
2707	34292	16361
2708	34305	16348
2709	34318	16335
2710	34331	16323
2711	34344	16311
2712	34358	16298
2713	34370	16286
2714	34383	16273
2715	34396	16260
2716	34408	16248
2717	34420	16235
2718	34432	16222
2719	34444	16209
2720	34456	16196
2721	34469	16183
2722	34481	16170
2723	34493	16157
2724	34504	16144
2725	34516	16131
2726	34529	16118
2727	34541	16105
2728	34553	16092
2729	34564	16079
2730	34576	16066
2731	34601	16059
2732	34614	16047
2733	34627	16034
2734	34641	16022
2735	34654	16009
2736	34668	15998
2737	34681	15985
2738	34694	15972
2739	34707	15960
2740	34719	15947
2741	34733	15935
2742	34746	15923
2743	34759	15910
2744	34771	15897
2745	34785	15885
2746	34798	15872
2747	34810	15859
2748	34823	15847
2749	34836	15834
2750	34849	15822
2751	34862	15809
2752	34875	15797
2753	34887	15784
2754	34899	15771
2755	34911	15758
2756	34923	15745
2757	34935	15732
2758	34949	15720
2759	34961	15707
2760	34974	15694
2761	34987	15682
2762	34999	15669
2763	35012	15656
2764	35024	15643
2765	35038	15631
2766	35050	15618
2767	35063	15606
2768	35075	15593
2769	35091	15582
2770	35106	15570
2771	35119	15557
2772	35131	15545
2773	35144	15532
2774	35158	15520
2775	35170	15507
2776	35183	15494
2777	35194	15481
2778	35207	15469
2779	35219	15455
2780	35232	15443
2781	35245	15431
2782	35259	15418
2783	35271	15406
2784	35284	15393
2785	35298	15381
2786	35311	15368
2787	35324	15356
2788	35336	15343
2789	35348	15330
2790	35360	15317
2791	35372	15304
2792	35386	15292
2793	35399	15280
2794	35414	15268
2795	35426	15255
2796	35440	15242
2797	35455	15231
2798	35467	15218
2799	35479	15205
2800	35492	15192
2801	35506	15180
2802	35518	15168
2803	35532	15155
2804	35548	15144
2805	35562	15132
2806	35575	15119
2807	35587	15106
2808	35600	15094
2809	35613	15081
2810	35626	15069
2811	35639	15056
2812	35653	15044
2813	35666	15032
2814	35679	15019
2815	35692	15006
2816	35706	14994
2817	35719	14982
2818	35733	14970
2819	35747	14958
2820	35759	14945
2821	35772	14932
2822	35785	14920
2823	35799	14908
2824	35815	14896
2825	35832	14885
2826	35846	14873
2827	35861	14861
2828	35874	14849
2829	35886	14836
2830	35899	14823
2831	35913	14811
2832	35926	14799
2833	35940	14786
2834	35953	14774
2835	35967	14762
2836	35980	14749
2837	35994	14737
2838	36007	14725
2839	36019	14712
2840	36032	14699
2841	36047	14687
2842	36059	14674
2843	36071	14662
2844	36084	14649
2845	36098	14637
2846	36112	14625
2847	36125	14612
2848	36138	14600
2849	36150	14587
2850	36162	14574
2851	36175	14561
2852	36186	14548
2853	36198	14535
2854	36210	14522
2855	36224	14509
2856	36236	14496
2857	36247	14483
2858	36260	14471
2859	36273	14458
2860	36286	14446
2861	36301	14434
2862	36314	14421
2863	36326	14408
2864	36338	14395
2865	36351	14383
2866	36363	14370
2867	36375	14357
2868	36389	14345
2869	36403	14332
2870	36416	14320
2871	36429	14307
2872	36442	14295
2873	36454	14282
2874	36467	14269
2875	36480	14257
2876	36494	14245
2877	36507	14232
2878	36521	14220
2879	36536	14208
2880	36549	14196
2881	36564	14184
2882	36577	14171
2883	36591	14159
2884	36604	14146
2885	36617	14134
2886	36631	14122
2887	36645	14110
2888	36658	14097
2889	36670	14084
2890	36684	14072
2891	36698	14060
2892	36712	14047
2893	36725	14035
2894	36739	14023
2895	36753	14010
2896	36767	13998
2897	36781	13986
2898	36794	13974
2899	36808	13961
2900	36823	13950
2901	36836	13937
2902	36852	13926
2903	36869	13914
2904	36884	13903
2905	36902	13892
2906	36918	13880
2907	36936	13870
2908	36949	13857
2909	36965	13846
2910	36980	13834
2911	36994	13822
2912	37010	13810
2913	37025	13798
2914	37039	13786
2915	37051	13773
2916	37064	13760
2917	37075	13747
2918	37088	13735
2919	37100	13721
2920	37112	13709
2921	37125	13696
2922	37138	13683
2923	37152	13671
2924	37165	13658
2925	37177	13646
2926	37192	13634
2927	37206	13622
2928	37219	13609
2929	37232	13596
2930	37246	13584
2931	37261	13572
2932	37273	13559
2933	37289	13548
2934	37302	13535
2935	37315	13522
2936	37330	13511
2937	37344	13498
2938	37357	13486
2939	37372	13474
2940	37386	13462
2941	37398	13449
2942	37412	13436
2943	37425	13424
2944	37437	13411
2945	37450	13398
2946	37464	13386
2947	37480	13374
2948	37496	13363
2949	37512	13351
2950	37528	13340
2951	37546	13329
2952	37562	13318
2953	37579	13306
2954	37595	13295
2955	37612	13283
2956	37628	13272
2957	37643	13260
2958	37658	13248
2959	37670	13235
2960	37685	13223
2961	37700	13211
2962	37714	13199
2963	37728	13187
2964	37741	13174
2965	37754	13162
2966	37768	13149
2967	37783	13137
2968	37797	13125
2969	37811	13113
2970	37824	13100
2971	37838	13087
2972	37850	13075
2973	37865	13063
2974	37879	13050
2975	37893	13038
2976	37904	13025
2977	37917	13012
2978	37931	13000
2979	37944	12987
2980	37958	12975
2981	37972	12962
2982	37984	12950
2983	37997	12937
2984	38009	12924
2985	38023	12912
2986	38038	12900
2987	38051	12887
2988	38064	12875
2989	38078	12862
2990	38094	12851
2991	38109	12839
2992	38123	12826
2993	38135	12813
2994	38150	12801
2995	38162	12788
2996	38175	12776
2997	38189	12763
2998	38202	12751
2999	38215	12738
3000	38229	12726
3001	38242	12713
3002	38253	12700
3003	38267	12687
3004	38281	12675
3005	38295	12663
3006	38308	12650
3007	38321	12638
3008	38335	12625
3009	38347	12612
3010	38360	12600
3011	38373	12587
3012	38385	12574
3013	38396	12560
3014	38408	12548
3015	38421	12535
3016	38438	12524
3017	38462	12514
3018	38486	12505
3019	38500	12493
3020	38517	12482
3021	38530	12469
3022	38543	12456
3023	38555	12443
3024	38568	12431
3025	38581	12418
3026	38593	12405
3027	38605	12392
3028	38619	12380
3029	38632	12367
3030	38644	12354
3031	38657	12341
3032	38669	12328
3033	38682	12316
3034	38695	12303
3035	38708	12290
3036	38722	12278
3037	38736	12266
3038	38749	12253
3039	38762	12240
3040	38775	12228
3041	38788	12215
3042	38801	12202
3043	38813	12189
3044	38825	12176
3045	38837	12163
3046	38850	12151
3047	38862	12138
3048	38876	12125
3049	38890	12113
3050	38904	12100
3051	38917	12088
3052	38931	12076
3053	38944	12063
3054	38957	12050
3055	38971	12038
3056	38984	12025
3057	38998	12013
3058	39011	12000
3059	39024	11988
3060	39038	11975
3061	39052	11963
3062	39066	11950
3063	39080	11938
3064	39093	11925
3065	39108	11913
3066	39124	11901
3067	39138	11889
3068	39152	11877
3069	39168	11865
3070	39185	11853
3071	39200	11841
3072	39216	11830
3073	39232	11818
3074	39248	11806
3075	39262	11794
3076	39276	11781
3077	39289	11769
3078	39303	11756
3079	39316	11743
3080	39331	11731
3081	39345	11719
3082	39359	11707
3083	39370	11693
3084	39383	11680
3085	39395	11668
3086	39408	11655
3087	39421	11642
3088	39435	11630
3089	39446	11617
3090	39460	11604
3091	39474	11592
3092	39487	11579
3093	39499	11566
3094	39512	11553
3095	39526	11541
3096	39538	11528
3097	39552	11515
3098	39565	11503
3099	39584	11492
3100	39601	11480
3101	39617	11468
3102	39632	11456
3103	39646	11444
3104	39659	11431
3105	39675	11419
3106	39690	11407
3107	39704	11395
3108	39716	11382
3109	39731	11370
3110	39746	11357
3111	39759	11345
3112	39772	11332
3113	39786	11320
3114	39799	11307
3115	39811	11294
3116	39825	11282
3117	39840	11269
3118	39855	11257
3119	39868	11245
3120	39881	11232
3121	39894	11219
3122	39906	11206
3123	39919	11193
3124	39931	11180
3125	39943	11167
3126	39955	11154
3127	39968	11142
3128	39982	11129
3129	39995	11116
3130	40009	11104
3131	40022	11091
3132	40034	11078
3133	40047	11066
3134	40059	11053
3135	40071	11040
3136	40088	11028
3137	40100	11015
3138	40113	11002
3139	40126	10990
3140	40140	10977
3141	40152	10964
3142	40165	10952
3143	40180	10939
3144	40193	10926
3145	40207	10914
3146	40219	10901
3147	40232	10888
3148	40245	10876
3149	40260	10864
3150	40276	10852
3151	40291	10839
3152	40305	10827
3153	40320	10815
3154	40333	10802
3155	40346	10789
3156	40359	10776
3157	40373	10764
3158	40386	10751
3159	40398	10738
3160	40411	10726
3161	40422	10712
3162	40433	10699
3163	40444	10686
3164	40457	10673
3165	40469	10660
3166	40481	10647
3167	40493	10634
3168	40506	10621
3169	40518	10608
3170	40531	10596
3171	40543	10583
3172	40555	10570
3173	40567	10557
3174	40579	10544
3175	40592	10531
3176	40605	10518
3177	40617	10505
3178	40629	10492
3179	40642	10480
3180	40655	10467
3181	40668	10454
3182	40679	10441
3183	40691	10428
3184	40702	10415
3185	40714	10402
3186	40726	10389
3187	40737	10376
3188	40750	10363
3189	40762	10350
3190	40775	10337
3191	40789	10325
3192	40801	10312
3193	40815	10299
3194	40827	10286
3195	40842	10274
3196	40856	10262
3197	40871	10249
3198	40883	10236
