iter	RMSE
1511	0.09848056755
1512	0.09847553463
1513	0.09846564906
1514	0.09845869535
1515	0.09845434878
1516	0.09843373064
1517	0.09842580512
1518	0.09842237142
1519	0.0984144751
1520	0.09840128496
1521	0.09839449949
1522	0.09839145126
1523	0.09838610451
1524	0.09838093653
1525	0.09837513387
1526	0.09836689977
1527	0.0983593036
1528	0.09835110324
1529	0.09833867643
1530	0.09833336497
1531	0.098328856
1532	0.09832146345
1533	0.09830202404
1534	0.09829454207
1535	0.09828286638
1536	0.09827917141
1537	0.0982684181
1538	0.098250728
1539	0.09823449657
1540	0.09822743367
1541	0.09822375458
1542	0.09821799134
1543	0.09820434383
1544	0.09819833303
1545	0.09819476566
1546	0.09818107021
1547	0.09817504307
1548	0.09816261392
1549	0.09815339261
1550	0.09814769391
1551	0.09814101387
1552	0.09813317803
1553	0.09812898529
1554	0.09812316861
1555	0.09809734005
1556	0.0980890856
1557	0.09808210574
1558	0.09807201927
1559	0.09806525907
1560	0.09805853204
1561	0.098048684
1562	0.09803573003
1563	0.09803388703
1564	0.09802506908
1565	0.0980156444
1566	0.09800842361
1567	0.09799950853
1568	0.0979814992
1569	0.09797917178
1570	0.09797629966
1571	0.09796462466
1572	0.09796128252
1573	0.09795763809
1574	0.09795408537
1575	0.09793977226
1576	0.0979312013
1577	0.09792835972
1578	0.09792579006
1579	0.09791701136
1580	0.09791291427
1581	0.0979078962
1582	0.09790447239
1583	0.09788594348
1584	0.09787840229
1585	0.09787565734
1586	0.0978683048
1587	0.09785778035
1588	0.09785197636
1589	0.09784372568
1590	0.0978412639
1591	0.09783742254
1592	0.09783017771
1593	0.0978294178
1594	0.09781881431
1595	0.09781092505
1596	0.09780543509
1597	0.09779432907
1598	0.09778792629
1599	0.09776354631
1600	0.09774588658
1601	0.09773742014
1602	0.09773579714
1603	0.09772882453
1604	0.09772067729
1605	0.09771651683
1606	0.09771155069
1607	0.09770535792
1608	0.09768128842
1609	0.09767082334
1610	0.097662679
1611	0.09765396739
1612	0.09765159748
1613	0.09764281482
1614	0.09763814125
1615	0.09762591778
1616	0.09762328066
1617	0.09761224692
1618	0.09758859764
1619	0.09758159907
1620	0.09757481438
1621	0.09757060286
1622	0.09756040031
1623	0.09755677104
1624	0.09755063474
1625	0.0975468354
1626	0.0975413546
1627	0.09752953303
1628	0.0975250046
1629	0.09751428392
1630	0.0975106045
1631	0.09750933036
1632	0.09748916314
1633	0.0974781449
1634	0.09746840614
1635	0.09745111605
1636	0.09744586221
1637	0.09743722344
1638	0.09743105206
1639	0.09742527428
1640	0.09741389367
1641	0.09740518009
1642	0.09740293723
1643	0.09739698611
1644	0.09738868394
1645	0.09735941126
1646	0.09735353306
1647	0.09735000529
1648	0.0973487007
1649	0.09733820491
1650	0.09733423943
1651	0.09732559379
1652	0.09731980634
1653	0.09731585986
1654	0.09731050671
1655	0.09730165004
1656	0.09729334346
1657	0.09728154951
1658	0.09727678115
1659	0.09726899456
1660	0.09726328389
1661	0.0972579495
1662	0.097253891
1663	0.09724789868
1664	0.0972434062
1665	0.09723810959
1666	0.09722737865
1667	0.09722132554
1668	0.09720880225
1669	0.097190708
1670	0.09717982564
1671	0.09717793189
1672	0.09716665648
1673	0.09716531581
1674	0.09715923894
1675	0.09715597929
1676	0.09715209775
1677	0.0971380602
1678	0.097128153
1679	0.09712406572
1680	0.09712061246
1681	0.0971144272
1682	0.09711001344
1683	0.09710194129
1684	0.09710111186
1685	0.09709187512
1686	0.09709104371
1687	0.09708621671
1688	0.09707529066
1689	0.09707192644
1690	0.0970702469
1691	0.09706061192
1692	0.09704824687
1693	0.09704129738
1694	0.09703355191
1695	0.09701293241
1696	0.09699732665
1697	0.09698509805
1698	0.09697946753
1699	0.0969663403
1700	0.09695999409
1701	0.09695007891
1702	0.09694912669
1703	0.09693710417
1704	0.09692640909
1705	0.09691987641
1706	0.09691794702
1707	0.09691521294
1708	0.09689909617
1709	0.09689298868
1710	0.09688609698
1711	0.09688403955
1712	0.09688114473
1713	0.09687317159
1714	0.09684837906
1715	0.09684603752
1716	0.09684477529
1717	0.09684281632
1718	0.0968392498
1719	0.09682939541
1720	0.09682563575
1721	0.09680906694
1722	0.09679862591
1723	0.09679728121
1724	0.09679098049
1725	0.09677567322
1726	0.09677098087
1727	0.09676662706
1728	0.09675901028
1729	0.09675689025
1730	0.09674108737
1731	0.09673739009
1732	0.09672062243
1733	0.09671275556
1734	0.0967073549
1735	0.09670310219
1736	0.09669759426
1737	0.09669265476
1738	0.09667413965
1739	0.09666193211
1740	0.09665003572
1741	0.09664459629
1742	0.09663742014
1743	0.09663369651
1744	0.09662396193
1745	0.09661176825
1746	0.09659400153
1747	0.09659176416
1748	0.09657537063
1749	0.09657295337
1750	0.09656611911
1751	0.09655571258
1752	0.09655021877
1753	0.09654503228
1754	0.09654331302
1755	0.09654005518
1756	0.09652887254
1757	0.09652191127
1758	0.09651764377
1759	0.09650975537
1760	0.09650536958
1761	0.09649797976
1762	0.09649318081
1763	0.09648507129
1764	0.09646122623
1765	0.09645363494
1766	0.09643943323
1767	0.09642911968
1768	0.09642156241
1769	0.09641346367
1770	0.09640596418
1771	0.09639606429
1772	0.0963946245
1773	0.09638493398
1774	0.09637152851
1775	0.09636881454
1776	0.09636212525
1777	0.09635361108
1778	0.09635111704
1779	0.09634703858
1780	0.09634236611
1781	0.09633328627
1782	0.09632691674
1783	0.09632442244
1784	0.09631313515
1785	0.09630809201
1786	0.09630646399
1787	0.09630527982
1788	0.09629519861
1789	0.09628836818
1790	0.0962813348
1791	0.09627475004
1792	0.096266491
1793	0.09626163217
1794	0.09625406144
1795	0.09624559561
1796	0.09623764688
1797	0.09623551838
1798	0.09622207876
1799	0.09620954622
1800	0.09620232925
1801	0.09619886624
1802	0.09619861429
1803	0.09618923572
1804	0.09618034328
1805	0.09617367055
1806	0.09616629102
1807	0.09615350607
1808	0.09614671482
1809	0.09613765144
1810	0.09612352291
1811	0.09610530287
1812	0.09609870276
1813	0.09609144708
1814	0.09608296978
1815	0.09608031236
1816	0.09607518185
1817	0.09606468062
1818	0.09605696139
1819	0.09602661403
1820	0.09601589305
1821	0.09601319394
1822	0.09600958682
1823	0.09599832791
1824	0.09599766051
1825	0.09599092697
1826	0.09598519358
1827	0.0959838226
1828	0.09597405486
1829	0.09596834776
1830	0.09596219287
1831	0.09595909394
1832	0.09594804471
1833	0.09594026926
1834	0.09593374605
1835	0.0959201989
1836	0.09590945006
1837	0.09590870181
1838	0.09590670209
1839	0.09589459554
1840	0.09588996979
1841	0.09588091358
1842	0.0958804229
1843	0.09587479701
1844	0.09587049065
1845	0.09585117771
1846	0.09584609597
1847	0.09584222914
1848	0.09583505977
1849	0.09582955714
1850	0.09582117811
1851	0.09581472192
1852	0.09581014528
1853	0.09580193152
1854	0.09579739423
1855	0.09577997862
1856	0.09576721413
1857	0.09576014244
1858	0.09575960281
1859	0.09575192101
1860	0.09574755085
1861	0.09574428846
1862	0.09573666355
1863	0.09573532476
1864	0.09573209987
1865	0.09573020963
1866	0.09572412499
1867	0.09571815841
1868	0.09571780613
1869	0.09571393848
1870	0.09570650115
1871	0.09569317841
1872	0.09568368322
1873	0.09567450778
1874	0.0956632628
1875	0.095658754
1876	0.09565295273
1877	0.09564780168
1878	0.0956452935
1879	0.09563145681
1880	0.09561944197
1881	0.09561538952
1882	0.09560434557
1883	0.09559730017
1884	0.0955880545
1885	0.09557220286
1886	0.09557028297
1887	0.09556814195
1888	0.09555636842
1889	0.09555234603
1890	0.09554829618
1891	0.09554664681
1892	0.09553565207
1893	0.09553259849
1894	0.09551585686
1895	0.09551428313
1896	0.09550578402
1897	0.09550231711
1898	0.0954914538
1899	0.09548752686
1900	0.09547577041
1901	0.09547374895
1902	0.09546688237
1903	0.09546187264
1904	0.09545655647
1905	0.09544456344
1906	0.09543148055
1907	0.09542905408
1908	0.09542434698
1909	0.09542293518
1910	0.09541836392
1911	0.09541386843
1912	0.09540559646
1913	0.09539566641
1914	0.09538797412
1915	0.0953749719
1916	0.09537016306
1917	0.09536363392
1918	0.0953569525
1919	0.09535630109
1920	0.09534055875
1921	0.09533404121
1922	0.09533077956
1923	0.0953143968
1924	0.09530043205
1925	0.09529027719
1926	0.09528939218
1927	0.09527456359
1928	0.09527091057
1929	0.09526282447
1930	0.09525097378
1931	0.09523921011
1932	0.09523596095
1933	0.09523544267
1934	0.09522441252
1935	0.09520753645
1936	0.09519955866
1937	0.0951851288
1938	0.09516687377
1939	0.09515195199
1940	0.0951473271
1941	0.09514097061
1942	0.09513295642
1943	0.09512232728
1944	0.09511865982
1945	0.09510765195
1946	0.09509096116
1947	0.09508399725
1948	0.09507537367
1949	0.09506425222
1950	0.09505862723
1951	0.09505268883
1952	0.09504495273
1953	0.09503887874
1954	0.09502328776
1955	0.09501529523
1956	0.09500628253
1957	0.09500597099
1958	0.0950026555
1959	0.0949994939
1960	0.09499202359
1961	0.09498224575
1962	0.09498089732
1963	0.09497587014
1964	0.0949669001
1965	0.0949562022
1966	0.09495556935
1967	0.0949529387
1968	0.09494820185
1969	0.09494324676
1970	0.09493854029
1971	0.09493331953
1972	0.09492854393
1973	0.09491879236
1974	0.09490544788
1975	0.09489340336
1976	0.09488475714
1977	0.09488012266
1978	0.09487464591
1979	0.09485432293
1980	0.09485291653
1981	0.09484532771
1982	0.09483744422
1983	0.09483058563
1984	0.09482359265
1985	0.09481950072
1986	0.09481793163
1987	0.09481084461
1988	0.09480582776
1989	0.09479645756
1990	0.09478730393
1991	0.09477167968
1992	0.0947611027
1993	0.09475396849
1994	0.09474797784
1995	0.09473504873
1996	0.09472078441
1997	0.09471501507
1998	0.0947114923
1999	0.0946709813
2000	0.09466879502
2001	0.09465752503
2002	0.09465391662
2003	0.09464901466
2004	0.0946403207
2005	0.09463402522
2006	0.09462823503
2007	0.09462136857
2008	0.09461921955
2009	0.09461186473
2010	0.09460938767
2011	0.09460287345
2012	0.09458694393
2013	0.09457534484
2014	0.09456652394
2015	0.09455554264
2016	0.09454630756
2017	0.09453451941
2018	0.09452753658
2019	0.09452268693
2020	0.0945186447
2021	0.09451681543
2022	0.09451332339
2023	0.094502589
2024	0.09449118378
2025	0.09448497359
2026	0.09447547923
2027	0.09447298865
2028	0.09446137814
2029	0.09445396823
2030	0.09445287282
2031	0.09444609133
2032	0.09443796475
2033	0.09443288294
2034	0.09442748362
2035	0.09441487454
2036	0.09439640907
2037	0.09438694997
2038	0.0943804248
2039	0.09437823621
2040	0.09436772527
2041	0.09436123342
2042	0.09435477968
2043	0.0943532221
2044	0.09434618269
2045	0.09434029307
2046	0.09433917194
2047	0.09432751341
2048	0.09431921388
2049	0.09431761853
2050	0.09431044431
2051	0.09429790512
2052	0.09428332846
2053	0.09427668475
2054	0.09427456971
2055	0.09427074306
2056	0.09426582459
2057	0.09425944265
2058	0.09424970471
2059	0.09423781387
2060	0.09421794492
2061	0.09421208153
2062	0.09420392494
2063	0.09420358708
2064	0.09419781042
2065	0.09418190536
2066	0.09417579555
2067	0.09417391043
2068	0.09416886155
2069	0.09416441061
2070	0.09414978152
2071	0.09414100245
2072	0.09413791398
2073	0.09412489254
2074	0.09411858743
2075	0.09410691951
2076	0.09410611283
2077	0.09410270621
2078	0.09409351284
2079	0.09409108622
2080	0.09408526057
2081	0.09407284212
2082	0.09406399474
2083	0.09406104708
2084	0.09405630183
2085	0.09405304372
2086	0.09404520532
2087	0.09403279829
2088	0.09402520882
2089	0.09401228564
2090	0.09400564198
2091	0.09400116462
2092	0.09398901186
2093	0.09398180006
2094	0.09397498356
2095	0.09396805835
2096	0.09395984939
2097	0.09395053315
2098	0.09393930063
2099	0.09393006644
2100	0.09391776601
2101	0.09391411073
2102	0.093897186
2103	0.09389523549
2104	0.09388871345
2105	0.09388407086
2106	0.09387552083
2107	0.09386883456
2108	0.09385427039
2109	0.09385292284
2110	0.09385010799
2111	0.09384745353
2112	0.09383357877
2113	0.09382283307
2114	0.09381836394
2115	0.09381789691
2116	0.09381532783
2117	0.09380743312
2118	0.09378219119
2119	0.0937808313
2120	0.09377623018
2121	0.09376291503
2122	0.09374886583
2123	0.09373960137
2124	0.09372962876
2125	0.09372672738
2126	0.09372074269
2127	0.09370699749
2128	0.09369267736
2129	0.09369144511
2130	0.09369029492
2131	0.09368595193
2132	0.09367611965
2133	0.09367489499
2134	0.09366968343
2135	0.09366812722
2136	0.09365923188
2137	0.09365123759
2138	0.09364921427
2139	0.09364144448
2140	0.09363393321
2141	0.09363315418
2142	0.09363057856
2143	0.09361760543
2144	0.0935905313
2145	0.09358899989
2146	0.09358224514
2147	0.09357412902
2148	0.09356468483
2149	0.09356360419
2150	0.09354624259
2151	0.0935436305
2152	0.09353707662
2153	0.09353031751
2154	0.09352321664
2155	0.09352156729
2156	0.09351587039
2157	0.09351189243
2158	0.09349824098
2159	0.09348887049
2160	0.09347894011
2161	0.09347015208
2162	0.09346533505
2163	0.09346272245
2164	0.09346167465
2165	0.09345403805
2166	0.09344805554
2167	0.09344619697
2168	0.09344573548
2169	0.09343113348
2170	0.09343070168
2171	0.09341946971
2172	0.09340732925
2173	0.09339794622
2174	0.09339225116
2175	0.09338169998
2176	0.09337536301
2177	0.09336407902
2178	0.09335655507
2179	0.09333866961
2180	0.09333508803
2181	0.09333342666
2182	0.09332385174
2183	0.09331876701
2184	0.09331227025
2185	0.09329629655
2186	0.09329150327
2187	0.09328455434
2188	0.09328265082
2189	0.09327400238
2190	0.09326890214
2191	0.09326107492
2192	0.09325410639
2193	0.09323526676
2194	0.09323080779
2195	0.09321270367
2196	0.09320306354
2197	0.09319539319
2198	0.09318821954
2199	0.09318321704
2200	0.09316823027
2201	0.09316043774
2202	0.09314957431
2203	0.0931394038
2204	0.09313358541
2205	0.09312490959
2206	0.0931169279
2207	0.09311158071
2208	0.0930954093
2209	0.09309001564
2210	0.09308601952
2211	0.09308194308
2212	0.09307425048
2213	0.09306210264
2214	0.09305928699
2215	0.09305609093
2216	0.0930459997
2217	0.09303292824
2218	0.09302923444
2219	0.09302910167
2220	0.0930182195
2221	0.09301227539
2222	0.09301038207
2223	0.0930024121
2224	0.09299585124
2225	0.09298445503
2226	0.0929822042
2227	0.09297414788
2228	0.09296638576
2229	0.09296262676
2230	0.092946678
2231	0.09293539703
2232	0.09293511599
2233	0.09292286391
2234	0.09291564033
2235	0.09291016699
2236	0.09290596821
2237	0.09290205551
2238	0.09289052904
2239	0.09288431866
2240	0.09288071899
2241	0.09287169535
2242	0.09286445855
2243	0.09286294643
2244	0.09285566542
2245	0.0928450834
2246	0.09283748282
2247	0.09283240058
2248	0.09282015888
2249	0.09281588094
2250	0.09280829338
2251	0.0928072613
2252	0.09279882206
2253	0.09279622135
2254	0.09279081599
2255	0.09278841195
2256	0.09277810162
2257	0.09276424619
2258	0.09275386479
2259	0.09275315839
2260	0.09275049204
2261	0.09273617848
2262	0.09272468483
2263	0.09272032355
2264	0.09271230995
2265	0.09270979781
2266	0.09270679846
2267	0.09269909757
2268	0.09269238119
2269	0.09269044852
2270	0.09268888284
2271	0.09267871633
2272	0.09267421304
2273	0.09267081001
2274	0.09266574475
2275	0.09265424197
2276	0.09265342027
2277	0.09264556541
2278	0.09264417235
2279	0.09263664458
2280	0.09262964886
2281	0.09262396641
2282	0.09262166967
2283	0.09261500008
2284	0.092611488
2285	0.09260043054
2286	0.09259572968
2287	0.09258675423
2288	0.09258426267
2289	0.0925716033
2290	0.09256188185
2291	0.09255114105
2292	0.09254426065
2293	0.0925367371
2294	0.09253538106
2295	0.09252627117
2296	0.09251559188
2297	0.09251068173
2298	0.0925059739
2299	0.09250463063
2300	0.09250324537
2301	0.0924971128
2302	0.09248757898
2303	0.09247608582
2304	0.0924698409
2305	0.09245322222
2306	0.09245153237
2307	0.09244576046
2308	0.09244483342
2309	0.09243605419
2310	0.0924268484
2311	0.09242252162
2312	0.09241889728
2313	0.09241036078
2314	0.09240712028
2315	0.09240012009
2316	0.09239540924
2317	0.09239498601
2318	0.09238592537
2319	0.0923759846
2320	0.09236329416
2321	0.0923521754
2322	0.09234356868
2323	0.09233641301
2324	0.09233098952
2325	0.09232295571
2326	0.09231252139
2327	0.09230893467
2328	0.09230243112
2329	0.09229738358
2330	0.09229039169
2331	0.09227905829
2332	0.0922641733
2333	0.09225597939
2334	0.09222135189
2335	0.092219409
2336	0.09221245729
2337	0.09220339446
2338	0.09219706606
2339	0.09219247174
2340	0.09218285
2341	0.09217080425
2342	0.09216593199
2343	0.09215974294
2344	0.09215123183
2345	0.09214216022
2346	0.09213859551
2347	0.09213349344
2348	0.09213213
2349	0.09211712322
2350	0.09210660254
2351	0.09210557606
2352	0.09210015631
2353	0.0920967377
2354	0.09209156935
2355	0.09208375336
2356	0.09208031826
2357	0.09207580742
2358	0.09206722956
2359	0.09206350893
2360	0.09205381199
2361	0.09203797066
2362	0.09203247191
2363	0.09202839381
2364	0.09202704662
2365	0.09202261223
2366	0.09202041315
2367	0.09201575463
2368	0.09200606144
2369	0.09197641937
2370	0.09197554336
2371	0.09197154595
2372	0.09196223161
2373	0.09195213345
2374	0.09193797888
2375	0.09193445354
2376	0.09192119921
2377	0.0919148107
2378	0.09190639438
2379	0.09190396902
2380	0.09189898031
2381	0.09189220991
2382	0.09188589591
2383	0.09188025267
2384	0.09187048669
2385	0.09186040823
2386	0.09185205457
2387	0.09184106782
2388	0.09181945168
2389	0.0918179618
2390	0.09181004274
2391	0.09180293293
2392	0.09179530229
2393	0.09179177678
2394	0.09177905091
2395	0.09177384798
2396	0.09177067917
2397	0.09177001785
2398	0.09176452261
2399	0.09175767962
2400	0.09174819103
2401	0.0917334974
2402	0.09172529314
2403	0.09172468689
2404	0.0917188252
2405	0.09170886024
2406	0.09169921072
2407	0.09169526623
2408	0.09169010283
2409	0.09168065075
2410	0.09166962956
2411	0.09166811843
2412	0.09166181807
2413	0.0916561666
2414	0.09165382947
2415	0.09164544356
2416	0.09164251158
2417	0.0916364695
2418	0.09162289677
2419	0.09160893127
2420	0.09160828309
2421	0.09160374207
2422	0.09159982606
2423	0.09159172973
2424	0.09158506323
2425	0.09157087999
2426	0.09156576207
2427	0.09155951416
2428	0.09155591423
2429	0.09155023379
2430	0.09154476519
2431	0.09153891176
2432	0.09152666876
2433	0.09152107868
2434	0.09151250716
2435	0.09150689169
2436	0.09150472164
2437	0.09150304058
2438	0.09149442246
2439	0.09149199144
2440	0.09148557087
2441	0.09147957293
2442	0.09147188141
2443	0.09146694606
2444	0.09145970702
2445	0.09145789932
2446	0.09144499097
2447	0.09143899976
2448	0.09142857688
2449	0.09141971353
2450	0.09141848968
2451	0.09141043802
2452	0.09140431377
2453	0.09140096908
2454	0.09139539662
2455	0.09138401014
2456	0.09138078625
2457	0.09137239872
2458	0.09136833989
2459	0.09135250908
2460	0.09134736015
2461	0.09134207914
2462	0.09133467834
2463	0.09132567166
2464	0.09130557302
2465	0.09129667091
2466	0.09128274048
2467	0.0912815955
2468	0.09127696412
2469	0.09127216282
2470	0.09127113164
2471	0.0912620609
2472	0.09125307466
2473	0.09125147803
2474	0.09124304346
2475	0.09123357821
2476	0.09122753373
2477	0.09122112403
2478	0.09121280091
2479	0.09121141994
2480	0.09120852035
2481	0.09119980978
2482	0.09119030944
2483	0.09118868591
2484	0.09117986731
2485	0.09117195595
2486	0.09116742243
2487	0.09115896676
2488	0.0911571178
2489	0.09115519631
2490	0.09114997423
2491	0.09114932228
2492	0.09113995429
2493	0.09113698286
2494	0.09113401987
2495	0.09112233127
2496	0.09112173325
2497	0.0911189468
2498	0.09110714871
2499	0.09110185582
2500	0.0910943335
2501	0.09109237218
2502	0.09109159069
2503	0.09108327174
2504	0.09107204242
2505	0.09106979617
2506	0.09105606816
2507	0.09105264816
2508	0.09104732003
2509	0.09104133903
2510	0.09103076128
2511	0.09103051921
2512	0.09102850601
2513	0.09102469077
2514	0.09101565496
2515	0.09101388965
2516	0.09100759666
2517	0.09100162397
2518	0.09099272492
2519	0.09098975557
2520	0.09098686282
2521	0.09097878036
2522	0.09097191673
2523	0.09096329304
2524	0.09095963403
2525	0.0909558141
2526	0.09095361428
2527	0.09095233145
2528	0.09094430479
2529	0.09094198905
2530	0.09094096089
2531	0.09093387437
2532	0.09092350012
2533	0.09091301067
2534	0.09091006879
2535	0.09090322034
2536	0.09089291691
2537	0.0908896633
2538	0.09088880697
2539	0.09087406659
2540	0.09086445231
2541	0.0908549074
2542	0.09083360631
2543	0.09083075151
2544	0.0908287683
2545	0.09082318544
2546	0.09081683362
2547	0.09080537037
2548	0.09079815158
2549	0.09079667512
2550	0.09079479012
2551	0.09079065141
2552	0.09078598536
2553	0.09077718771
2554	0.09077002506
2555	0.09075876613
2556	0.09075209516
2557	0.0907453221
2558	0.09074013677
2559	0.09072941119
2560	0.09072078472
2561	0.09071575115
2562	0.09071027198
2563	0.09070431698
2564	0.09068951458
2565	0.09068610938
2566	0.09068162488
2567	0.09067635047
2568	0.09066793058
2569	0.0906666331
2570	0.09066611623
2571	0.09065788048
2572	0.09065266206
2573	0.09065115811
2574	0.09064159958
2575	0.09062528824
2576	0.09061389526
2577	0.09060473933
2578	0.09059575817
2579	0.09059223758
2580	0.09058712153
2581	0.09058190702
2582	0.09057511185
2583	0.09057201616
2584	0.09056548623
2585	0.09056126452
2586	0.09055926355
2587	0.09055672204
2588	0.09055233428
2589	0.09054588079
2590	0.09053810704
2591	0.09053633238
2592	0.09053268084
2593	0.09052822595
2594	0.09052215925
2595	0.09051321457
2596	0.0905057861
2597	0.09048838787
2598	0.09047558771
2599	0.09047182238
2600	0.09047057
2601	0.09046592042
2602	0.09045801853
2603	0.09045576365
2604	0.09042190712
2605	0.09041796706
2606	0.09041464431
2607	0.09040487121
2608	0.09040378466
2609	0.09039341941
2610	0.09038476571
2611	0.09038388558
2612	0.09037387831
2613	0.09036287832
2614	0.09035986839
2615	0.09035821321
2616	0.09035469038
2617	0.09035330753
2618	0.09034742393
2619	0.09033910061
2620	0.09033760342
2621	0.09033179009
2622	0.09032937259
2623	0.09032391612
2624	0.09031411251
2625	0.0903112577
2626	0.09030181035
2627	0.09029312011
2628	0.0902853125
2629	0.0902839697
2630	0.09027727889
2631	0.09026917075
2632	0.09025998579
2633	0.09024423233
2634	0.09024069981
2635	0.09023690063
2636	0.09023343046
2637	0.09022184775
2638	0.09021720203
2639	0.09021236756
2640	0.09020342014
2641	0.09019401524
2642	0.09018615947
2643	0.09016704103
2644	0.09016277315
2645	0.09015477947
2646	0.09015344125
2647	0.09014830764
2648	0.09013692169
2649	0.09012415693
2650	0.0901196557
2651	0.0901120355
2652	0.0901047323
2653	0.09009864993
2654	0.09009556872
2655	0.09008879413
2656	0.09008146524
2657	0.09007566502
2658	0.0900703565
2659	0.09006225262
2660	0.09006078915
2661	0.09005129777
2662	0.09004881303
2663	0.09004747923
2664	0.09004086181
2665	0.09003678759
2666	0.09003174516
2667	0.09002281047
2668	0.09001544943
2669	0.09001293039
2670	0.0900062895
2671	0.09000230068
2672	0.0899981724
2673	0.08998465704
2674	0.08998355676
2675	0.08996675128
2676	0.08996447727
2677	0.08996131509
2678	0.08995263657
2679	0.08994616788
2680	0.08993836531
2681	0.0899283117
2682	0.08992041054
2683	0.08991679394
2684	0.08990944794
2685	0.08990179116
2686	0.08989694477
2687	0.08988965781
2688	0.08988876983
2689	0.08988012681
2690	0.08987316646
2691	0.08986875381
2692	0.08986120839
2693	0.08985892065
2694	0.08985695667
2695	0.0898479981
2696	0.08983955495
2697	0.08983220231
2698	0.08982411458
2699	0.08981832187
2700	0.08980325866
2701	0.08980175869
2702	0.08978790214
2703	0.08978578661
2704	0.08976004697
2705	0.08975753351
2706	0.08974854192
2707	0.08974596277
2708	0.08973807546
2709	0.08973351505
2710	0.0897272975
2711	0.08971971991
2712	0.08971578633
2713	0.08971246398
2714	0.08970291413
2715	0.08969427473
2716	0.08968576547
2717	0.08968351398
2718	0.08967417492
2719	0.08966685633
2720	0.08966041059
2721	0.08965521115
2722	0.08965396317
2723	0.08965088008
2724	0.08964824988
2725	0.08964360018
2726	0.08963975154
2727	0.08963626718
2728	0.08962620243
2729	0.0896223045
2730	0.08961865915
2731	0.08961520489
2732	0.08961190368
2733	0.08960915459
2734	0.08960800047
2735	0.08960130602
2736	0.08959536321
2737	0.0895882594
2738	0.08958529676
2739	0.0895846747
2740	0.08958238488
2741	0.08957453708
2742	0.08957324168
2743	0.08957182658
2744	0.08956903286
2745	0.08956268016
2746	0.0895612726
2747	0.08955726882
2748	0.08955404135
2749	0.08954819123
2750	0.08954554709
2751	0.08953384367
2752	0.08953016494
2753	0.08952237486
2754	0.08952192865
2755	0.0895149025
2756	0.08951362457
2757	0.08950993027
2758	0.08950203315
2759	0.08950067683
2760	0.08949255954
2761	0.0894673057
2762	0.08946105723
2763	0.08945386342
2764	0.08944850842
2765	0.08944556706
2766	0.08944041474
2767	0.08943240609
2768	0.08942854921
2769	0.08940761315
2770	0.08939912567
2771	0.08939256728
2772	0.0893888982
2773	0.08938687371
2774	0.08938493705
2775	0.0893796298
2776	0.08937403101
2777	0.08936824788
2778	0.08933786106
2779	0.08933149799
2780	0.08932540921
2781	0.08932228924
2782	0.08932096866
2783	0.08931744004
2784	0.0893081478
2785	0.08930437401
2786	0.08929566347
2787	0.08929444845
2788	0.08928875092
2789	0.08928241188
2790	0.08928004804
2791	0.08927208851
2792	0.08926778729
2793	0.0892602669
2794	0.08925541533
2795	0.08925244392
2796	0.08924767124
2797	0.08923035671
2798	0.08922824022
2799	0.08922416287
2800	0.08921691525
2801	0.08920894323
2802	0.08920329646
2803	0.08919417735
2804	0.08918206054
2805	0.08918007352
2806	0.08917421115
2807	0.08917028353
2808	0.08916265167
2809	0.08915747778
2810	0.08915250098
2811	0.08914109254
2812	0.08913248428
2813	0.08911900397
2814	0.08910490661
2815	0.08910398392
2816	0.08909944746
2817	0.08909399845
2818	0.08909040154
2819	0.08908403625
2820	0.08908268245
2821	0.08908232804
2822	0.08907782758
2823	0.08906937623
2824	0.08906209888
2825	0.08905554352
2826	0.0890494012
2827	0.08904565588
2828	0.08904467272
2829	0.08904185932
2830	0.08904037406
2831	0.08903478652
2832	0.08903261312
2833	0.08902586072
2834	0.08902139865
2835	0.08901759742
2836	0.08900968644
2837	0.08900245937
2838	0.08899349662
2839	0.08898904622
2840	0.0889884804
2841	0.08898556532
2842	0.08898174398
2843	0.08897838907
2844	0.08896776829
2845	0.08896051866
2846	0.08895693419
2847	0.08895139474
2848	0.08894150836
2849	0.08894046049
2850	0.08893974379
2851	0.08893210214
2852	0.08892761141
2853	0.08892543297
2854	0.08892464365
2855	0.08891876095
2856	0.08891423829
2857	0.08891380747
2858	0.08890644333
2859	0.08890123794
2860	0.08889648079
2861	0.08888545804
2862	0.08888163023
2863	0.0888722027
2864	0.08887103258
2865	0.08886045697
2866	0.0888591637
2867	0.08885068103
2868	0.08883203751
2869	0.08882352784
2870	0.08881651993
2871	0.08881348559
2872	0.0888111549
2873	0.08881079182
2874	0.08880556448
2875	0.08880540771
2876	0.0887916249
2877	0.08879095948
2878	0.08877503063
2879	0.08876772011
2880	0.08876268267
2881	0.08875270995
2882	0.08874927988
2883	0.08874379778
2884	0.0887359207
2885	0.08872448902
2886	0.08871808327
2887	0.08871209257
2888	0.08870176755
2889	0.0887009761
2890	0.08869730557
2891	0.08869540714
2892	0.08869086404
2893	0.08868202274
2894	0.0886765513
2895	0.08867344817
2896	0.08866970128
2897	0.08866437198
2898	0.08865744999
2899	0.0886521068
2900	0.0886476891
2901	0.0886420193
2902	0.08863618575
2903	0.08862957435
2904	0.088627516
2905	0.08862030537
2906	0.08861657917
2907	0.08860793917
2908	0.08860420774
2909	0.08859887636
2910	0.08859008538
2911	0.08858563944
