iter	RMSE
202	0.1264011704
203	0.1262725838
204	0.1262002956
205	0.126093067
206	0.125975169
207	0.125970927
208	0.1258508283
209	0.1257780825
210	0.1255587776
211	0.1255372095
212	0.1254875498
213	0.1253412607
214	0.1252292979
215	0.1251889138
216	0.125150742
217	0.1251307457
218	0.1250889301
219	0.1250421795
220	0.1249233758
221	0.1248485448
222	0.1248044519
223	0.1247014331
224	0.1245371218
225	0.1244645227
226	0.1244029022
227	0.1243492239
228	0.1242764533
229	0.1241401551
230	0.1241202361
231	0.124112296
232	0.123895695
233	0.1238745531
234	0.1238309212
235	0.1237796347
236	0.1237491113
237	0.1236456007
238	0.1236127484
239	0.1235906099
240	0.1235071065
241	0.1234767768
242	0.123429779
243	0.1234073799
244	0.1233791842
245	0.1232503905
246	0.1232205285
247	0.1232110464
248	0.1231875025
249	0.1231729661
250	0.1229598721
251	0.1229275195
252	0.1227478395
253	0.1226024343
254	0.1223940984
255	0.1223820646
256	0.1223583895
257	0.1223544814
258	0.1222560151
259	0.1222205607
260	0.1221598257
261	0.1221501764
262	0.1221434043
263	0.1220616542
264	0.121950222
265	0.1219475312
266	0.1219432539
267	0.121933095
268	0.1218529303
269	0.1218394187
270	0.1217618979
271	0.1216970315
272	0.1215661163
273	0.1214863241
274	0.1213835217
275	0.1213799204
276	0.1213143298
277	0.1212705435
278	0.1211915871
279	0.1211748722
280	0.1211232222
281	0.1210998375
282	0.1210720143
283	0.1210611496
284	0.1210377808
285	0.1208676675
286	0.1208629828
287	0.1207015745
288	0.1206771429
289	0.1206128331
290	0.1205644687
291	0.1205421573
292	0.1205219117
293	0.1204575841
294	0.1204266629
295	0.1203420749
296	0.1203389579
297	0.1203275978
298	0.1202539807
299	0.1202275158
300	0.1200757367
301	0.1200171786
302	0.119896568
303	0.1198619323
304	0.119857687
305	0.1197183012
306	0.1197080819
307	0.1196916543
308	0.119664004
309	0.1196137139
310	0.1195609081
311	0.1193904886
312	0.1193818129
313	0.1193789589
314	0.1192768468
315	0.1192741869
316	0.1192689352
317	0.1192087729
318	0.1192065636
319	0.1191041903
320	0.1191015681
321	0.1190249683
322	0.1189697275
323	0.1189238408
324	0.1188249123
325	0.1187838121
326	0.118735443
327	0.1186814143
328	0.1186548715
329	0.1186328555
330	0.118529122
331	0.1185171989
332	0.1184941253
333	0.1183921974
334	0.1182978851
335	0.1182953026
336	0.1182912449
337	0.1182460833
338	0.1181831052
339	0.1180603295
340	0.1179966976
341	0.1179891636
342	0.1179692749
343	0.1179455755
344	0.1179405154
345	0.117938055
346	0.1179004145
347	0.1178402686
348	0.1178196797
349	0.1177978495
350	0.1177086887
351	0.1176878901
352	0.117655024
353	0.1176011326
354	0.1174971472
355	0.1174439799
356	0.1174144883
357	0.1173927041
358	0.1173267905
359	0.1173216722
360	0.1172759674
361	0.1172450753
362	0.1172310249
363	0.1172088464
364	0.1171599128
365	0.117117166
366	0.1170858061
367	0.1170758462
368	0.1170472502
369	0.1169726986
370	0.116966008
371	0.1169634785
372	0.1169408725
373	0.1169143815
374	0.1167584713
375	0.1167236948
376	0.1166885109
377	0.116662659
378	0.1166536089
379	0.1166265517
380	0.1165696059
381	0.1165509689
382	0.1165488852
383	0.1165470893
384	0.1164823542
385	0.1164774586
386	0.1164597511
387	0.116423432
388	0.1163899522
389	0.1163811869
390	0.1163791868
391	0.1163777485
392	0.1162874319
393	0.1162784636
394	0.1162255718
395	0.1161965435
396	0.1161109295
397	0.1161035039
398	0.1160780091
399	0.1159998247
400	0.115930945
401	0.1158666627
402	0.1158650238
403	0.1158385931
404	0.1157993036
405	0.1157739623
406	0.1157640642
407	0.1157562929
408	0.1157458666
409	0.1157440212
410	0.1157047005
411	0.115674527
412	0.115661609
413	0.1156411503
414	0.115598658
415	0.115548906
416	0.1155006317
417	0.1154989246
418	0.115469356
419	0.1154110186
420	0.1154061863
421	0.1153960946
422	0.1153918938
423	0.1153674131
424	0.1153511408
425	0.1153450459
426	0.1153021814
427	0.1152791904
428	0.1152144791
429	0.1151916123
430	0.115179022
431	0.1151524193
432	0.1151312484
433	0.1151250136
434	0.1150881247
435	0.1150620544
436	0.1150510214
437	0.1150255318
438	0.1150190027
439	0.1150061849
440	0.1150025476
441	0.1149936339
442	0.11494514
443	0.1149353153
444	0.1149259976
445	0.1148175268
446	0.1147854162
447	0.1147182134
448	0.1146782172
449	0.1146508954
450	0.11462956
451	0.1145736285
452	0.114537294
453	0.1144702987
454	0.1144464845
455	0.1144389238
456	0.1144287782
457	0.114423709
458	0.1144035989
459	0.1143694901
460	0.1142909725
461	0.114191476
462	0.1141638718
463	0.1141530467
464	0.114137298
465	0.1140565289
466	0.1140259369
467	0.1139882634
468	0.1139867995
469	0.113962577
470	0.1139475547
471	0.1139272942
472	0.1139029206
473	0.1138807839
474	0.1138349029
475	0.1138276196
476	0.1137831508
477	0.1137069228
478	0.1137054603
479	0.1136974909
480	0.1136901198
481	0.1136374475
482	0.1136280136
483	0.1136112028
484	0.1135957033
485	0.1135913008
486	0.1135542542
487	0.1135068723
488	0.1135054749
489	0.1134640756
490	0.1134615977
491	0.1134231308
492	0.1134040083
493	0.1133696129
494	0.1133623311
495	0.1133448681
496	0.1132834484
497	0.1132167892
498	0.1131743303
499	0.1131414596
500	0.1131091894
501	0.1131031882
502	0.1130808256
503	0.1130516056
504	0.1130488282
505	0.113020543
506	0.1130040099
507	0.1130022793
508	0.1129742852
509	0.1129722891
510	0.1129151307
511	0.1128954436
512	0.1128697668
513	0.1128277497
514	0.1128168472
515	0.112814378
516	0.1127620303
517	0.1127193392
518	0.1127134473
519	0.1126911415
520	0.1126832418
521	0.1126460949
522	0.112627138
523	0.1126220232
524	0.1125980022
525	0.1125738365
526	0.1125136276
527	0.1124696522
528	0.112431862
529	0.112420836
530	0.1124188321
531	0.1123972639
532	0.1123366447
533	0.1123194828
534	0.1122968105
535	0.1122852095
536	0.1122562157
537	0.1122367018
538	0.1122060119
539	0.1121962662
540	0.1121672173
541	0.1121454712
542	0.1120622766
543	0.1120607547
544	0.1120511194
545	0.1120058276
546	0.1119862619
547	0.1119512014
548	0.1119108053
549	0.1118916092
550	0.1118380549
551	0.1118061203
552	0.1117751334
553	0.1117527466
554	0.1117377957
555	0.1117321665
556	0.1117143914
557	0.1117105231
558	0.1116806238
559	0.1116492672
560	0.1116444536
561	0.1116264526
562	0.1115935895
563	0.111551809
564	0.1115356983
565	0.1114944851
566	0.1114927531
567	0.1114777429
568	0.111455098
569	0.1114302479
570	0.111412092
571	0.1114056017
572	0.1114037155
573	0.1113778
574	0.111350707
575	0.1113298239
576	0.1112995603
577	0.1112935314
578	0.1112749462
579	0.1112366591
580	0.1112201837
581	0.111194237
582	0.1111836553
583	0.1111642294
584	0.1111447347
585	0.1111221763
586	0.111070996
587	0.1110538864
588	0.1110416437
589	0.1110095661
590	0.1110035486
591	0.1110010183
592	0.1109673489
593	0.1109472017
594	0.1108927852
595	0.1108859529
596	0.1108587988
597	0.110842578
598	0.1108268666
599	0.1108223964
600	0.1108208832
601	0.1108059413
602	0.110791114
603	0.1107767152
604	0.1107483348
605	0.1107004489
606	0.1106732353
607	0.110628611
608	0.110601802
609	0.1105965481
610	0.110576998
611	0.1105644323
612	0.110562173
613	0.1105442887
614	0.110516814
615	0.1104974181
616	0.1104455042
617	0.1104104167
618	0.1103958444
619	0.1103730042
620	0.1103519334
621	0.1103019642
622	0.1102969864
623	0.1102891721
624	0.1102386836
625	0.1102222188
626	0.1102049899
627	0.110169166
628	0.1101638297
629	0.1101619962
630	0.1101505896
631	0.1100979093
632	0.1100730289
633	0.1100436273
634	0.1100303309
635	0.1100131136
636	0.1099921454
637	0.1099855319
638	0.1099843678
639	0.1099800859
640	0.1099625454
641	0.1099412075
642	0.1099355167
643	0.1099073942
644	0.1098887574
645	0.1098520651
646	0.1098310215
647	0.1098152622
648	0.1098048331
649	0.1097844482
650	0.109737391
651	0.1096966337
652	0.1096791672
653	0.1096652487
654	0.1096412767
655	0.1096151875
656	0.1095991741
657	0.109597223
658	0.1095708597
659	0.1095646379
660	0.1095444661
661	0.1095259004
662	0.1094827667
663	0.1094693094
664	0.1094501658
665	0.1094369853
666	0.10943505
667	0.1094063605
668	0.1093789082
669	0.1093375206
670	0.1093203459
671	0.1093068625
672	0.1092988356
673	0.1092543561
674	0.1092206895
675	0.1091936826
676	0.1091870641
677	0.1091567644
678	0.1091028725
679	0.1090941877
680	0.1090875066
681	0.1090602037
682	0.1090408978
683	0.1090179505
684	0.1090103354
685	0.108993865
686	0.1089735588
687	0.1089543281
688	0.1089409738
689	0.1089193788
690	0.108915941
691	0.1088987591
692	0.1088768517
693	0.1088455437
694	0.1088279866
695	0.108818197
696	0.1087787093
697	0.1087610921
698	0.108749292
699	0.1087347369
700	0.1087315641
701	0.1087197902
702	0.108705608
703	0.1086995905
704	0.1086945394
705	0.1086740128
706	0.1086650248
707	0.1086415694
708	0.1086189352
709	0.1085942306
710	0.1085617407
711	0.1085207783
712	0.108510375
713	0.1084991999
714	0.1084885814
715	0.108469053
716	0.1084518053
717	0.1084324647
718	0.1084168992
719	0.1084016817
720	0.1083978533
721	0.1083853405
722	0.1083531076
723	0.1083351367
724	0.1082947065
725	0.1082781364
726	0.1082539765
727	0.1082322717
728	0.1082214504
729	0.1082203512
730	0.1081820441
731	0.1081791726
732	0.1081720454
733	0.108165782
734	0.1081511029
735	0.1081350617
736	0.1081230981
737	0.1080952565
738	0.1080821029
739	0.1080522172
740	0.1080400436
741	0.108021854
742	0.1080120714
743	0.1080019442
744	0.1079862781
745	0.1079746157
746	0.1079638854
747	0.1079250681
748	0.1079032359
749	0.1078855749
750	0.1078646421
751	0.1078332496
752	0.1078305004
753	0.1078180206
754	0.1077938197
755	0.1077866392
756	0.1077560615
757	0.1077468572
758	0.1077346301
759	0.1077241876
760	0.1077005215
761	0.1076894776
762	0.1076882729
763	0.1076785375
764	0.1076721726
765	0.1076604996
766	0.1076373561
767	0.1076316044
768	0.1076163449
769	0.1076067964
770	0.1075878489
771	0.1075649298
772	0.1075361524
773	0.1075249459
774	0.1075045852
775	0.1074970072
776	0.1074746728
777	0.1074486592
778	0.1074328376
779	0.1074135064
780	0.1073916641
781	0.1073708485
782	0.1073567632
783	0.1073553092
784	0.1073317796
785	0.1073152834
786	0.1072892981
787	0.107259053
788	0.1072524366
789	0.1072217675
790	0.1072069485
791	0.107188641
792	0.1071779405
793	0.1071688097
794	0.1071594789
795	0.1071486486
796	0.1071378354
797	0.1071186465
798	0.107102362
799	0.1070806914
800	0.1070690896
801	0.1070522341
802	0.1070325684
803	0.1070036633
804	0.1069754772
805	0.1069708553
806	0.1069557601
807	0.1069354441
808	0.1069343807
809	0.1069034544
810	0.1068940441
811	0.1068764485
812	0.1068718127
813	0.1068561796
814	0.1068472693
815	0.10684651
816	0.1068305498
817	0.1068258898
818	0.1068002604
819	0.1067843727
820	0.1067755883
821	0.1067747037
822	0.1067553751
823	0.1067465672
824	0.1067261393
825	0.1067114942
826	0.1066954484
827	0.1066907857
828	0.1066773525
829	0.1066437366
830	0.1066144088
831	0.1065958291
832	0.1065886887
833	0.1065521606
834	0.1065454763
835	0.1065328943
836	0.1065156691
837	0.1064558166
838	0.1064303538
839	0.106415171
840	0.1064098836
841	0.1063892647
842	0.1063761165
843	0.1063637835
844	0.1063511616
845	0.1063346926
846	0.1062905525
847	0.1062794586
848	0.1062605236
849	0.1062368353
850	0.1062094077
851	0.1061913997
852	0.1061858049
853	0.1061542313
854	0.1061347634
855	0.1061258233
856	0.1061248473
857	0.1061098526
858	0.1060958349
859	0.1060827876
860	0.106081476
861	0.1060690879
862	0.106067017
863	0.1060453469
864	0.1060266898
865	0.1060096951
866	0.1059868105
867	0.1059649823
868	0.1059439395
869	0.1059341131
870	0.1059137918
871	0.1058913525
872	0.1058904215
873	0.1058738132
874	0.105869387
875	0.105860126
876	0.1058425172
877	0.1058304909
878	0.1058030535
879	0.1057976237
880	0.1057706472
881	0.1057680478
882	0.1057506109
883	0.1057374635
884	0.1057242166
885	0.1057118318
886	0.1057043621
887	0.1056721282
888	0.1056490638
889	0.1056332792
890	0.1056222988
891	0.1055997002
892	0.1055875886
893	0.1055710405
894	0.1055538414
895	0.105531029
896	0.1055168829
897	0.1055084748
898	0.1054920005
899	0.1054800227
900	0.1054693961
901	0.1054520331
902	0.1054307146
903	0.1054216854
904	0.1054084309
905	0.1053759972
906	0.105359402
907	0.1053451469
908	0.1053430321
909	0.1053130298
910	0.1053026485
911	0.105285422
912	0.1052703916
913	0.1052411617
914	0.1052255085
915	0.1052202323
916	0.1052071978
917	0.1052009658
918	0.1051854406
919	0.1051738289
920	0.1051590809
921	0.1051412725
922	0.1051272736
923	0.1051259597
924	0.1051128399
925	0.1051119206
926	0.1050859499
927	0.1050753112
928	0.105059616
929	0.1050447876
930	0.105027155
931	0.1050086071
932	0.105005044
933	0.1049897377
934	0.1049850649
935	0.104967463
936	0.104949998
937	0.1049453241
938	0.104927307
939	0.1049011451
940	0.1048910132
941	0.1048810426
942	0.1048737649
943	0.1048541388
944	0.1048418407
945	0.1048178043
946	0.1047946322
947	0.1047772748
948	0.104757912
949	0.1047482599
950	0.1047296824
951	0.1047238264
952	0.1047113661
953	0.1046964703
954	0.1046819266
955	0.1046640731
956	0.1046482049
957	0.1046475728
958	0.1046387851
959	0.1046140833
960	0.1046053168
961	0.1045734094
962	0.10455962
963	0.1045479398
964	0.104533333
965	0.1045319818
966	0.1045129549
967	0.1045013
968	0.1044876824
969	0.1044843334
970	0.1044622738
971	0.1044600122
972	0.1044531338
973	0.1044396159
974	0.1044270467
975	0.1044132615
976	0.1043992687
977	0.1043832391
978	0.1043784251
979	0.1043721611
980	0.104346577
981	0.1043337478
982	0.104325748
983	0.1043211938
984	0.1043043052
985	0.1042799818
986	0.1042752667
987	0.1042627185
988	0.1042444709
989	0.1042292751
990	0.1042103251
991	0.1042086764
992	0.1041938023
993	0.1041813616
994	0.1041671009
995	0.1041642843
996	0.1041414316
997	0.1041218642
998	0.1041091478
999	0.1040985073
1000	0.1040748884
1001	0.1040711594
1002	0.1040698379
1003	0.1040608811
1004	0.1040461109
1005	0.1040340074
1006	0.1040286982
1007	0.1040255938
1008	0.1040123256
1009	0.104000018
1010	0.1039929879
1011	0.1039760283
1012	0.1039243946
1013	0.1039231263
1014	0.1039003654
1015	0.1038935394
1016	0.1038803996
1017	0.1038741315
1018	0.1038734789
1019	0.1038648627
1020	0.103849736
1021	0.1038269714
1022	0.1038061663
1023	0.1037912249
1024	0.1037807086
1025	0.103770124
1026	0.103755872
1027	0.1037471249
1028	0.1037368741
1029	0.1037341846
1030	0.1036914144
1031	0.103678125
1032	0.1036715399
1033	0.1036585632
1034	0.1036362618
1035	0.103629993
1036	0.1036253745
1037	0.1036056522
1038	0.1035974113
1039	0.1035799642
1040	0.1035727674
1041	0.1035619864
1042	0.1035592342
1043	0.1035482774
1044	0.1035419665
1045	0.1035253472
1046	0.1035098266
1047	0.1034990691
1048	0.1034621662
1049	0.1034472103
1050	0.1034033116
1051	0.1033950345
1052	0.103383874
1053	0.1033779582
1054	0.1033640792
1055	0.1033361333
1056	0.1033167268
1057	0.1032982079
1058	0.1032894512
1059	0.1032684485
1060	0.1032593933
1061	0.1032538884
1062	0.1032516443
1063	0.1032418334
1064	0.1032273376
1065	0.103218901
1066	0.1032161672
1067	0.103202092
1068	0.1031792354
1069	0.1031724762
1070	0.1031564359
1071	0.1031469703
1072	0.1031306684
1073	0.1030970971
1074	0.1030822758
1075	0.103081236
1076	0.1030539193
1077	0.1030491578
1078	0.1030270062
1079	0.1029959973
1080	0.1029887289
1081	0.1029812527
1082	0.1029719908
1083	0.1029535105
1084	0.1029450221
1085	0.1029362232
1086	0.1029182015
1087	0.1029162712
1088	0.1029032164
1089	0.1028986152
1090	0.1028852148
1091	0.1028798643
1092	0.102866064
1093	0.1028551018
1094	0.1028425508
1095	0.1028308899
1096	0.1028065518
1097	0.1027998076
1098	0.1027902579
1099	0.1027808646
1100	0.1027745888
1101	0.1027652655
1102	0.1027479622
1103	0.1027411098
1104	0.1027330151
1105	0.1027290369
1106	0.1027285408
1107	0.1027117041
1108	0.1027070381
1109	0.1026963614
1110	0.1026925299
1111	0.1026801864
1112	0.1026663583
1113	0.1026559466
1114	0.102648289
1115	0.1026332052
1116	0.1026271136
1117	0.1026200061
1118	0.1026084181
1119	0.1025952575
1120	0.1025796396
1121	0.1025723914
1122	0.1025653376
1123	0.102546781
1124	0.1025378238
1125	0.102529598
1126	0.1025238248
1127	0.1025093295
1128	0.1024994744
1129	0.1024894011
1130	0.1024794917
1131	0.1024569956
1132	0.102443053
1133	0.1024371872
1134	0.1024237587
1135	0.1024051576
1136	0.1024001398
1137	0.1023992982
1138	0.1023941408
1139	0.1023834935
1140	0.1023747924
1141	0.1023612469
1142	0.1023530518
1143	0.102337939
1144	0.1023322839
1145	0.1023237351
1146	0.1023140454
1147	0.1023096923
1148	0.1022914969
1149	0.1022831219
1150	0.1022729897
1151	0.1022573351
1152	0.1022552962
1153	0.1022456829
1154	0.1022417346
1155	0.1022337468
1156	0.102224457
1157	0.102216414
1158	0.1022008657
1159	0.1021743442
1160	0.1021611129
1161	0.1021527405
1162	0.1021438727
1163	0.1021341031
1164	0.1021259004
1165	0.1021040274
1166	0.1020914621
1167	0.1020776592
1168	0.1020665858
1169	0.1020450332
1170	0.1020363244
1171	0.102016882
1172	0.1020035062
1173	0.1019747784
1174	0.1019592589
1175	0.1019535509
1176	0.1019474367
1177	0.1019397983
1178	0.1019249682
1179	0.1019172797
1180	0.1019085697
1181	0.1018936964
1182	0.1018727325
1183	0.1018530043
1184	0.1018392901
1185	0.101835291
1186	0.1018077004
1187	0.1017919284
1188	0.1017901071
1189	0.1017326967
1190	0.1017295968
1191	0.1017220316
1192	0.1017111094
1193	0.1016964642
1194	0.1016801465
1195	0.1016734172
1196	0.1016670301
1197	0.1016606357
1198	0.1016368071
1199	0.1016194086
1200	0.1016102467
1201	0.1016029111
1202	0.1015964452
1203	0.1015833686
1204	0.1015773563
1205	0.1015619837
1206	0.1015481268
1207	0.1015298753
1208	0.1015172616
1209	0.1015070904
1210	0.1015013015
1211	0.1014923719
1212	0.1014823422
1213	0.1014680523
1214	0.1014485613
1215	0.1014441478
1216	0.1014385712
1217	0.1014245164
1218	0.1013936152
1219	0.1013887405
1220	0.1013797062
1221	0.1013783723
1222	0.1013671127
1223	0.101362565
1224	0.1013523035
1225	0.1013383264
1226	0.1013259375
1227	0.101318807
1228	0.1013135867
1229	0.1013010232
1230	0.1012804664
1231	0.1012774894
1232	0.1012714722
1233	0.1012567043
1234	0.1012430389
1235	0.1012273905
1236	0.1012187789
1237	0.1012046752
1238	0.1011881209
1239	0.1011854817
1240	0.1011605967
1241	0.101152872
1242	0.1011429033
1243	0.1011356789
1244	0.1011271451
1245	0.101125652
1246	0.1011144149
1247	0.1011059775
1248	0.1011008388
1249	0.1010931486
1250	0.101084802
1251	0.1010624443
1252	0.1010520253
1253	0.1010378757
1254	0.101028503
1255	0.1010214826
1256	0.1010132487
1257	0.1010048677
1258	0.1009970415
1259	0.1009791243
1260	0.1009499809
1261	0.1009474211
1262	0.1009407247
1263	0.1009367883
1264	0.1009250472
1265	0.1009019246
1266	0.1008924974
1267	0.1008890206
1268	0.1008871446
1269	0.1008764123
1270	0.1008685955
1271	0.1008622865
1272	0.100839477
1273	0.1008326405
1274	0.1008223759
1275	0.1008167334
1276	0.1008090653
1277	0.1008037381
1278	0.1007940855
1279	0.1007824334
1280	0.1007762264
1281	0.1007470778
1282	0.1007345884
1283	0.1007254602
1284	0.1007197663
1285	0.1006955689
1286	0.1006811256
1287	0.1006745572
1288	0.1006577084
1289	0.1006403604
1290	0.1006307581
1291	0.1006191243
1292	0.1006138725
1293	0.1005989093
1294	0.1005850479
1295	0.1005751105
1296	0.1005651199
1297	0.1005566334
1298	0.1005479705
1299	0.1005369102
1300	0.1005351137
1301	0.1005267354
1302	0.1005068208
1303	0.1005018823
1304	0.1004870763
1305	0.1004772117
1306	0.100459428
1307	0.1004421691
1308	0.1004342021
1309	0.1004281642
1310	0.1004251602
1311	0.1004177659
1312	0.1004040757
1313	0.1003883337
1314	0.1003827444
1315	0.1003748722
1316	0.1003634697
1317	0.1003527835
1318	0.1003464983
1319	0.1003352494
1320	0.1003266536
1321	0.1003169993
1322	0.1003063955
1323	0.1002931149
1324	0.1002856665
1325	0.1002705583
1326	0.1002531719
1327	0.1002414487
1328	0.1002343002
1329	0.100217654
1330	0.1002012609
1331	0.1001937259
1332	0.1001894827
1333	0.1001783722
1334	0.1001610135
1335	0.1001495929
1336	0.1001438805
1337	0.1001410244
1338	0.1001364605
1339	0.1001315483
1340	0.1001088612
1341	0.1000967004
1342	0.100088325
1343	0.1000845121
1344	0.1000637283
1345	0.1000572443
1346	0.1000486879
1347	0.1000422387
1348	0.1000377004
1349	0.1000287528
1350	0.1000130429
1351	0.1000052762
1352	0.0999955669
1353	0.09998777974
1354	0.09998432422
1355	0.09998167493
1356	0.09997662203
1357	0.0999669833
1358	0.09995831343
1359	0.09994503007
1360	0.09993770589
1361	0.09993162581
1362	0.09992307764
1363	0.09991773789
1364	0.09990190642
1365	0.09985502531
1366	0.0998437146
1367	0.09982532642
1368	0.0998101933
1369	0.09979989456
1370	0.09978674566
1371	0.0997752084
1372	0.09976924633
1373	0.09975642363
1374	0.0997515592
1375	0.09973137429
1376	0.099724419
1377	0.09971517786
1378	0.09970793481
1379	0.09970507212
1380	0.09969261937
1381	0.09968469577
1382	0.09967416536
1383	0.0996653952
1384	0.09965458517
1385	0.09965177989
1386	0.09964640396
1387	0.09963892005
1388	0.09963044626
1389	0.09962271318
1390	0.09960771037
1391	0.09960205472
1392	0.09959255198
1393	0.09958780877
1394	0.0995783182
1395	0.09956658598
1396	0.09955341621
1397	0.09954376052
1398	0.09954061273
1399	0.09953284786
1400	0.09950620164
1401	0.09949951602
1402	0.0994924922
1403	0.09948900838
1404	0.09948524215
1405	0.099476286
1406	0.09946026007
1407	0.09944886264
1408	0.09944542739
1409	0.09943202674
1410	0.09942241255
1411	0.09941167561
1412	0.09940727222
1413	0.09940501237
1414	0.09939643285
1415	0.09938389514
1416	0.09938345601
1417	0.09936348841
1418	0.09935966074
1419	0.09935707707
1420	0.09933893354
1421	0.09932344144
1422	0.09931484909
1423	0.0993109485
1424	0.09930561488
1425	0.09929324378
1426	0.09928776259
1427	0.09927046292
1428	0.09926514729
1429	0.09925799243
1430	0.09924781613
1431	0.09923166083
1432	0.0992217276
1433	0.09921989835
1434	0.09921104031
1435	0.09920246363
1436	0.09919416805
1437	0.09918655033
1438	0.09918034011
1439	0.09916950851
1440	0.09916610045
1441	0.09915630998
1442	0.09913653163
1443	0.09912761348
1444	0.09911276409
1445	0.09910671983
1446	0.09909834863
1447	0.09907953205
1448	0.09906789821
1449	0.09906328863
1450	0.0990537397
1451	0.09904207285
1452	0.09903684191
1453	0.09903084198
1454	0.0990197913
1455	0.0990081227
1456	0.09899856458
1457	0.09899223688
1458	0.09898120349
1459	0.09896983079
1460	0.09895708743
1461	0.0989463331
1462	0.09893875884
1463	0.09893159082
1464	0.09890498044
1465	0.09889995151
1466	0.09888739616
1467	0.09887764339
1468	0.09887052252
1469	0.09886159046
1470	0.0988512631
1471	0.09883929977
1472	0.09883435915
1473	0.09882079004
1474	0.09880937684
1475	0.09879822487
1476	0.09877662664
1477	0.09875874703
1478	0.09875474426
1479	0.09875291887
1480	0.09875200078
1481	0.09874663479
1482	0.09873814504
1483	0.09873359123
1484	0.09871839868
1485	0.09871113618
1486	0.09869949192
1487	0.09869421859
1488	0.09868001556
1489	0.09867551619
1490	0.09866674509
1491	0.09864597513
1492	0.09864184021
1493	0.09863759122
1494	0.09863414853
1495	0.0986110632
1496	0.09860093157
1497	0.09859753947
1498	0.09859338661
1499	0.09858379477
1500	0.09858303823
1501	0.0985682949
1502	0.09855837472
1503	0.09854799558
1504	0.09854254312
1505	0.09853890978
1506	0.09853176659
1507	0.09851732161
1508	0.09851029505
1509	0.09850358661
1510	0.09848949586
